ingreds,recipe,quant,ingred,Proper,Name,Price,units,Quantity,QUnit,Qunat_recipe,unit_recipe,stand_quant
Spring Onion,Smoky Mexican Style Bean Stew,2 unit(s),Spring Onion,spring onions bunch,Spring Onions Bunch 100g,0.37,100g,100,g,2,unit(s),2
Lime,Smoky Mexican Style Bean Stew,1 unit(s),Lime,limes,Limes,0.19,x1,1,unit,1,unit(s),1
Mixed Beans,Smoky Mexican Style Bean Stew,1 pack(s),Mixed Beans,fairtrade fine beans,Fairtrade Fine Beans 200g,1.25,200g,200,g,1,pack(s),1
Chipotle Paste,Smoky Mexican Style Bean Stew,1 sachet,Chipotle Paste,Chipotle Paste,Sainsbury's Chipotle Chilli Paste 90g,1.65,90g,90,g,1,sachet,1
Smoked Paprika,Smoky Mexican Style Bean Stew,1 pot(s),Smoked Paprika,smoked paprika,Smoked Paprika 44g,0.9,44g,44,g,1,pot(s),1
Tomato Puree,Smoky Mexican Style Bean Stew,1 unit(s),Tomato Puree,tomato puree double concentrate,"Tomato Puree, Double Concentrate 200g",0.35,200g,200,g,1,unit(s),1
Chopped Tomatoes,Smoky Mexican Style Bean Stew,1 pack(s),Chopped Tomatoes,napolina chopped tomatoes,Napolina Chopped Tomatoes 400g,1,400g,400,g,1,pack(s),1
Vegetable Stock Powder,Smoky Mexican Style Bean Stew,1 sachet,Vegetable Stock Powder,oxo vegetable stock cubes,Oxo Vegetable Stock Cubes x12 71g,1.6,71g,71,g,1,sachet,1
Wholemeal Tortilla,Smoky Mexican Style Bean Stew,2 unit(s),Wholemeal Tortilla,old el paso regular soft flour tortilla wraps,Old El Paso Regular Soft Flour Tortilla Wraps x8 326g,1.4,326g,326,g,2,unit(s),2
Feta Cheese,Smoky Mexican Style Bean Stew,1 unit(s),Feta Cheese,greek feta cheese,Greek Feta Cheese 200g,1.35,200g,200,g,1,unit(s),1
Onion,Fried Bean and Mushroom Tacos,1 unit(s),Onion,onions,Onions 1kg,0.85,1k,1000,g,1,unit(s),1
Closed Cup Mushrooms,Fried Bean and Mushroom Tacos,1 punnet(s),Closed Cup Mushrooms,closed cup chestnut mushrooms,Closed Cup Chestnut Mushrooms 300g,1,300g,300,g,1,punnet(s),1
Lime,Fried Bean and Mushroom Tacos,1 unit(s),Lime,limes,Limes,0.19,x1,1,unit,1,unit(s),1
Red Kidney Beans,Fried Bean and Mushroom Tacos,1 pack(s),Red Kidney Beans,red kidney beans in chilli sauce,Red Kidney Beans in Chilli Sauce 400g,0.65,400g,400,g,1,pack(s),1
Garlic Clove,Fried Bean and Mushroom Tacos,1 unit(s),Garlic Clove,garlic,Garlic,0.25,x1,1,unit,1,unit(s),1
Tomato Puree,Fried Bean and Mushroom Tacos,1 sachet,Tomato Puree,tomato puree double concentrate,"Tomato Puree, Double Concentrate 200g",0.35,200g,200,g,1,sachet,1
Ground Cumin,Fried Bean and Mushroom Tacos,1 sachet,Ground Cumin,ground cumin,Ground Cumin 43g,0.85,43g,43,g,1,sachet,1
Smoked Paprika,Fried Bean and Mushroom Tacos,1 pot(s),Smoked Paprika,smoked paprika,Smoked Paprika 44g,0.9,44g,44,g,1,pot(s),1
Vegetable Stock Powder,Fried Bean and Mushroom Tacos,1 sachet,Vegetable Stock Powder,oxo vegetable stock cubes,Oxo Vegetable Stock Cubes x12 71g,1.6,71g,71,g,1,sachet,1
Mayonnaise,Fried Bean and Mushroom Tacos,2 sachet,Mayonnaise,Mayonnaise,"Sainsbury's Mayonnaise, Thick & Creamy 500ml",0.9,500m,500,ml,2,sachet,2
Soft Shell Taco,Fried Bean and Mushroom Tacos,3 unit(s),Soft Shell Taco,soft corn tortilla wraps,Soft Corn Tortilla Wraps x8 320g,1,320g,320,g,3,unit(s),3
Feta Cheese,Fried Bean and Mushroom Tacos,1 block(s),Feta Cheese,greek feta cheese,Greek Feta Cheese 200g,1.35,200g,200,g,1,block(s),1
Baby Gem Lettuce,Fried Bean and Mushroom Tacos,1 unit(s),Baby Gem Lettuce,little gem lettuce,Little Gem Lettuce x2,0.85,x2,2,unit,1,unit(s),0.5
Chipotle Paste,Fried Bean and Mushroom Tacos,1 sachet,Chipotle Paste,Chipotle Paste,Sainsbury's Chipotle Chilli Paste 90g,1.65,90g,90,g,1,sachet,1
Water,Fried Bean and Mushroom Tacos,1 unit(s),Water,Water,Water,0,x1,1,unit,1,unit(s),1
Basmati Rice,Sri Lankan Style Coconutty Hake Curry,150 grams,Basmati Rice,laila basmati rice,Laila Basmati Rice 5kg,8,5k,5000,g,150,grams,0.03
Onion,Sri Lankan Style Coconutty Hake Curry,1 unit(s),Onion,onions,Onions 1kg,0.85,1k,1000,g,1,unit(s),1
Garlic Clove,Sri Lankan Style Coconutty Hake Curry,1 clove,Garlic Clove,garlic,Garlic,0.25,x1,1,unit,1,clove,1
Courgette,Sri Lankan Style Coconutty Hake Curry,1 unit(s),Courgette,courgettes,Courgettes 500g,1.25,500g,500,g,1,unit(s),1
Green Beans,Sri Lankan Style Coconutty Hake Curry,1 pack(s),Green Beans,cut french green beans in water,Cut French Green Beans In Water 400g (225g*),0.8,400g,400,g,1,pack(s),1
Hake Fillet,Sri Lankan Style Coconutty Hake Curry,2 fillet,Hake Fillet,Hake Fillet,Sainsbury's Skinless & Boneless Cape Hake Fillets x2 (approx. 240g),5.32,240g,240,g,2,fillet,2
Sri Lankan Curry Powder,Sri Lankan Style Coconutty Hake Curry,1 pot(s),Sri Lankan Curry Powder,tikka curry powder,Tikka Curry Powder 90g,1,90g,90,g,1,pot(s),1
Coconut Milk,Sri Lankan Style Coconutty Hake Curry,200 milliliter(s),Coconut Milk,ktc coconut milk,KTC Coconut Milk 400ml,1,400m,400,ml,200,milliliter(s),0.5
Water for Curry,Sri Lankan Style Coconutty Hake Curry,50 milliliter(s),Water for Curry,Water for Curry,Water,0,x1,1,unit,50,milliliter(s),1
Vegetable Stock Powder,Sri Lankan Style Coconutty Hake Curry,1 unit(s),Vegetable Stock Powder,oxo vegetable stock cubes,Oxo Vegetable Stock Cubes x12 71g,1.6,71g,71,g,1,unit(s),1
Water for the Rice,Sri Lankan Style Coconutty Hake Curry,300 milliliter(s),Water for the Rice,Water for the Rice,Water for the Rice,0,x1,1,unit,300,milliliter(s),1
Red Onion,Veggie Packed Chilli,1 unit(s),Red Onion,red onions loose,Red Onions Loose,1,x1,1,unit,1,unit(s),1
Green Pepper,Veggie Packed Chilli,1 unit(s),Green Pepper,green pepper,Green Pepper,0.45,x1,1,unit,1,unit(s),1
Coriander,Veggie Packed Chilli,1 bunch(es),Coriander,natco coriander ground,Natco Coriander Ground 100g,0.8,100g,100,g,1,bunch(es),1
Black Beans,Veggie Packed Chilli,1 pack(s),Black Beans,dunns river black beans,Dunn's River Black Beans 400g (240g*),0.8,400g,400,g,1,pack(s),1
Basmati Rice,Veggie Packed Chilli,150 grams,Basmati Rice,laila basmati rice,Laila Basmati Rice 5kg,8,5k,5000,g,150,grams,0.03
Mexican Spice,Veggie Packed Chilli,1 pot(s),Mexican Spice,capsicana the ultimate fajita kit mexican chilli and honey,Capsicana The Ultimate Fajita Kit Mexican Chilli & Honey 385g,3.6,385g,385,g,1,pot(s),1
Tomato Puree,Veggie Packed Chilli,1 sachet,Tomato Puree,tomato puree double concentrate,"Tomato Puree, Double Concentrate 200g",0.35,200g,200,g,1,sachet,1
Vegetable Stock Powder,Veggie Packed Chilli,1 sachet,Vegetable Stock Powder,oxo vegetable stock cubes,Oxo Vegetable Stock Cubes x12 71g,1.6,71g,71,g,1,sachet,1
Finely Chopped Tomatoes with Onion and Garlic,Veggie Packed Chilli,1 pack(s),Finely Chopped Tomatoes with Onion and Garlic,pasta sauce onion and garlic,"Pasta Sauce, Onion & Garlic 500g",0.65,500g,500,g,1,pack(s),1
BBQ Sauce,Veggie Packed Chilli,1 sachet,BBQ Sauce,bbq sauce,BBQ Sauce 500g,1.2,500g,500,g,1,sachet,1
Sour Cream,Veggie Packed Chilli,75 grams,Sour Cream,soured cream,Soured Cream 300ml,1.2,300m,300,ml,75,grams,0.25
Lime,Veggie Packed Chilli,1 unit(s),Lime,limes,Limes,0.19,x1,1,unit,1,unit(s),1
Baby Spinach,Veggie Packed Chilli,1 unit(s),Baby Spinach,young spinach,Young Spinach 260g,1.5,260g,260,g,1,unit(s),1
Bell Pepper,Chorizo and Cannellini Bean Stew,1 unit(s),Bell Pepper,cayenne pepper,Cayenne Pepper 42g,1,42g,42,g,1,unit(s),1
Garlic,Chorizo and Cannellini Bean Stew,1 clove,Garlic,garlic,Garlic,0.25,x1,1,unit,1,clove,1
Chorizo,Chorizo and Cannellini Bean Stew,90 grams,Chorizo,spanish chorizo rin,Spanish Chorizo Ring 225g,2.25,225g,225,g,90,grams,0.4
Smoked Paprika,Chorizo and Cannellini Bean Stew,1 sachet,Smoked Paprika,smoked paprika,Smoked Paprika 44g,0.9,44g,44,g,1,sachet,1
Cannellini Beans,Chorizo and Cannellini Bean Stew,1 pack(s),Cannellini Beans,cannellini beans in water,Cannellini Beans In Water 400g (235g*),0.55,400g,400,g,1,pack(s),1
Finely Chopped Tomatoes with Onion and Garlic,Chorizo and Cannellini Bean Stew,1 pack(s),Finely Chopped Tomatoes with Onion and Garlic,pasta sauce onion and garlic,"Pasta Sauce, Onion & Garlic 500g",0.65,500g,500,g,1,pack(s),1
Chicken Stock Powder,Chorizo and Cannellini Bean Stew,1 sachet,Chicken Stock Powder,Chicken Stock Powder,Oxo Reduced Salt Chicken Stock Cubes x12 71g,1,71g,71,g,1,sachet,1
Red Pepper & Chilli Jelly,Chorizo and Cannellini Bean Stew,1 pot(s),Red Pepper & Chilli Jelly,Red Pepper & Chilli Jelly,Leon Muhammara Fiery Roasted Red Pepper Dip 150g,2,150g,150,g,1,pot(s),1
Flat Leaf Parsley,Chorizo and Cannellini Bean Stew,1 bunch(es),Flat Leaf Parsley,fresh packed flat leaf parsley,Fresh Packed Flat Leaf Parsley 30g,0.75,30g,30,g,1,bunch(es),1
Baby Plum Tomatoes,Chorizo and Cannellini Bean Stew,125 grams,Baby Plum Tomatoes,baby plum tomatoes,Baby Plum Tomatoes 250g,0.75,250g,250,g,125,grams,0.5
Ciabatta,Chorizo and Cannellini Bean Stew,1 unit(s),Ciabatta,Ciabtta,"Sainsbury's Half Ciabatta, Taste the Difference x2",1.75,x2,2,unit,1,unit(s),0.5
Water,Chorizo and Cannellini Bean Stew,1 unit(s),Water,Water,Water,0,x1,1,unit,1,unit(s),1
Olive Oil,Chorizo and Cannellini Bean Stew,1 tbsp,Olive Oil,olive oil extra virgin  l,"Olive Oil, Extra Virgin 1L",3.4,1L,1000,ml,1,tbsp,0.017
Red Onion,Beef Koftas,1 unit(s),Red Onion,red onions loose,Red Onions Loose,1,x1,1,unit,1,unit(s),1
Red Wine Vinegar,Beef Koftas,1 unit(s),Red Wine Vinegar,Red Wine Vinegar,"Sainsbury's Wine Vinegar, Red Wine 500ml",0.99,500m,500,ml,1,unit(s),1
Carrot,Beef Koftas,2 unit(s),Carrot,carrots,Carrots 1kg,0.41,1k,1000,g,2,unit(s),2
Ground Cumin,Beef Koftas,1 pot(s),Ground Cumin,ground cumin,Ground Cumin 43g,0.85,43g,43,g,1,pot(s),1
Mint,Beef Koftas,1 bunch(es),Mint,mint,Mint 12g,0.85,12g,12,g,1,bunch(es),1
Bulgur Wheat,Beef Koftas,120 grams,Bulgur Wheat,Bulgur Wheat,Sainsbury's Cracked Bulgur Wheat 500g,1.15,500g,500,g,120,grams,0.24
Beef Mince,Beef Koftas,240 grams,Beef Mince,beef mince   fat,Beef Mince 5% Fat 500g,2.59,500g,500,g,240,grams,0.48
Chermoula Spice,Beef Koftas,1 pot(s),Chermoula Spice,harissa spices,Harissa Spices 45g,2.1,45g,45,g,1,pot(s),1
Vine Tomatoes,Beef Koftas,2 unit(s),Vine Tomatoes,chopped tomatoes can,Chopped Tomatoes Can 400g,0.35,400g,400,g,2,unit(s),2
Cucumber,Beef Koftas,1 unit(s),Cucumber,whole cucumber,Whole Cucumber,0.43,x1,1,unit,1,unit(s),1
Natural Yoghurt,Beef Koftas,75 grams,Natural Yoghurt,yeo valley organic natural yogurt,Yeo Valley Organic Natural Yogurt 150g,0.55,150g,150,g,75,grams,0.5
Water for the Bulgur,Beef Koftas,240 milliliter(s),Water for the Bulgur,Water for the Bulgur,Water,0,x1,1,unit,240,milliliter(s),1
Sugar,Beef Koftas,1 tsp,Sugar,white granulated sugar,White Granulated Sugar 1kg,0.75,1k,1000,g,1,tsp,0.003
Shallot,Garlicky Prawn and Tomato Orzo,1 unit(s),Shallot,Shallot,Sainsbury's Shallots 400g,1.2,400g,400,g,1,unit(s),1
Courgette,Garlicky Prawn and Tomato Orzo,1 unit(s),Courgette,courgettes,Courgettes 500g,1.25,500g,500,g,1,unit(s),1
Garlic,Garlicky Prawn and Tomato Orzo,1 unit(s),Garlic,garlic,Garlic,0.25,x1,1,unit,1,unit(s),1
Tomato Puree,Garlicky Prawn and Tomato Orzo,1 sachet,Tomato Puree,tomato puree double concentrate,"Tomato Puree, Double Concentrate 200g",0.35,200g,200,g,1,sachet,1
Orzo,Garlicky Prawn and Tomato Orzo,180 grams,Orzo,Orzo,"Sainsbury's Orzo, Taste the Difference 500g",1.7,500g,500,g,180,grams,0.36
Vegetable Stock Powder,Garlicky Prawn and Tomato Orzo,1 sachet,Vegetable Stock Powder,oxo vegetable stock cubes,Oxo Vegetable Stock Cubes x12 71g,1.6,71g,71,g,1,sachet,1
King Prawns,Garlicky Prawn and Tomato Orzo,150 grams,King Prawns,king prawns,King Prawns 150g,3,150g,150,g,150,grams,1
Grated Hard Italian Style Cheese,Garlicky Prawn and Tomato Orzo,1 unit(s),Grated Hard Italian Style Cheese,grated mozzarella cheese,Grated Mozzarella Cheese 250g,1.7,250g,250,g,1,unit(s),1
Flat Leaf Parsley,Garlicky Prawn and Tomato Orzo,1 bunch(es),Flat Leaf Parsley,fresh packed flat leaf parsley,Fresh Packed Flat Leaf Parsley 30g,0.75,30g,30,g,1,bunch(es),1
Water,Garlicky Prawn and Tomato Orzo,1 unit(s),Water,Water,Water,0,x1,1,unit,1,unit(s),1
Green Pepper,Veggie Noodle Stir fry and Roasted Salmon,1 unit(s),Green Pepper,green pepper,Green Pepper,0.45,x1,1,unit,1,unit(s),1
Carrot,Veggie Noodle Stir fry and Roasted Salmon,1 unit(s),Carrot,carrots,Carrots 1kg,0.41,1k,1000,g,1,unit(s),1
Red Onion,Veggie Noodle Stir fry and Roasted Salmon,1 unit(s),Red Onion,red onions loose,Red Onions Loose,1,x1,1,unit,1,unit(s),1
Garlic Clove,Veggie Noodle Stir fry and Roasted Salmon,1 unit(s),Garlic Clove,garlic,Garlic,0.25,x1,1,unit,1,unit(s),1
Salted Peanuts,Veggie Noodle Stir fry and Roasted Salmon,1 unit(s),Salted Peanuts,Salted Peanuts,Sainsbury's Salted Peanuts 200g,1,200g,200,g,1,unit(s),1
Soy Sauce,Veggie Noodle Stir fry and Roasted Salmon,1 sachet,Soy Sauce,kikkoman soy sauce,Kikkoman Soy Sauce 500g,3.65,500g,500,g,1,sachet,1
Ketchup,Veggie Noodle Stir fry and Roasted Salmon,1 sachet,Ketchup,heinz tomato ketchup fiery chilli,Heinz Tomato Ketchup Fiery Chilli 255g,1.3,255g,255,g,1,sachet,1
Ketjap Manis,Veggie Noodle Stir fry and Roasted Salmon,1 sachet,Ketjap Manis,Ketjap Manis,Malay Taste Kicap Manis 150g,2,150g,150,g,1,sachet,1
Egg Noodle Nest,Veggie Noodle Stir fry and Roasted Salmon,2 pack(s),Egg Noodle Nest,oggs aquafaba egg alternative,OGGS Aquafaba Egg Alternative 200ml,1.95,200m,200,ml,2,pack(s),2
Mangetout,Veggie Noodle Stir fry and Roasted Salmon,1 pack(s),Mangetout,Mangetout,Sainsbury's Trimmed Mange Tout 200g,1,200g,200,g,1,pack(s),1
Ginger Puree,Veggie Noodle Stir fry and Roasted Salmon,1 sachet,Ginger Puree,ginger paste,Ginger Paste 80g,1.45,80g,80,g,1,sachet,1
Salmon,Veggie Noodle Stir fry and Roasted Salmon,200 grams,Salmon,harbour smokehouse salmon,Harbour Smokehouse Salmon 100g,2,100g,100,g,200,grams,2
Bell Pepper,Chicken Breast Chow Mein,1 unit(s),Bell Pepper,cayenne pepper,Cayenne Pepper 42g,1,42g,42,g,1,unit(s),1
Green Beans,Chicken Breast Chow Mein,1 pack(s),Green Beans,cut french green beans in water,Cut French Green Beans In Water 400g (225g*),0.8,400g,400,g,1,pack(s),1
Egg Noodle Nest,Chicken Breast Chow Mein,2 pack(s),Egg Noodle Nest,oggs aquafaba egg alternative,OGGS Aquafaba Egg Alternative 200ml,1.95,200m,200,ml,2,pack(s),2
Diced Chicken Breast,Chicken Breast Chow Mein,280 grams,Diced Chicken Breast,british fresh diced chicken breast,British Fresh Diced Chicken Breast 410g,2.4,410g,410,g,280,grams,0.682926829
Ketjap Manis,Chicken Breast Chow Mein,1 sachet,Ketjap Manis,Ketjap Manis,Malay Taste Kicap Manis 150g,2,150g,150,g,1,sachet,1
Garlic Clove,Caribbean-Style Chicken Rice Bowl,1 clove,Garlic Clove,garlic,Garlic,0.25,x1,1,unit,1,clove,1
Spring Onion,Caribbean-Style Chicken Rice Bowl,2 unit(s),Spring Onion,spring onions bunch,Spring Onions Bunch 100g,0.37,100g,100,g,2,unit(s),2
Lime,Caribbean-Style Chicken Rice Bowl,1 unit(s),Lime,limes,Limes,0.19,x1,1,unit,1,unit(s),1
Coriander,Caribbean-Style Chicken Rice Bowl,1 bunch(es),Coriander,natco coriander ground,Natco Coriander Ground 100g,0.8,100g,100,g,1,bunch(es),1
Sweetcorn,Caribbean-Style Chicken Rice Bowl,1 tin(s),Sweetcorn,sweetcorn,Sweetcorn x3 198g (157g*),1.3,198g,198,g,1,tin(s),1
Black Beans,Caribbean-Style Chicken Rice Bowl,1 pack(s),Black Beans,dunns river black beans,Dunn's River Black Beans 400g (240g*),0.8,400g,400,g,1,pack(s),1
Diced Chicken Thigh,Caribbean-Style Chicken Rice Bowl,210 grams,Diced Chicken Thigh,roast chicken thighs,Roast Chicken Thighs 500g,3,500g,500,g,210,grams,0.42
Poudre de Columbo,Caribbean-Style Chicken Rice Bowl,1 pot(s),Poudre de Columbo,Poudre de Columbo,Sainsbury's Mild Chilli Powder 44g,0.85,44g,44,g,1,pot(s),1
Mango Chutney,Caribbean-Style Chicken Rice Bowl,1 pot(s),Mango Chutney,Mango Chutney,Sainsbury's Mango Chutney 340g,1.5,340g,340,g,1,pot(s),1
Chicken Stock Powder,Caribbean-Style Chicken Rice Bowl,1 sachet,Chicken Stock Powder,Chicken Stock Powder,Oxo Reduced Salt Chicken Stock Cubes x12 71g,1,71g,71,g,1,sachet,1
Steamed Coconut Basmati Rice,Caribbean-Style Chicken Rice Bowl,1 pack(s),Steamed Coconut Basmati Rice,laila basmati rice,Laila Basmati Rice 5kg,8,5k,5000,g,1,pack(s),1
Water,Caribbean-Style Chicken Rice Bowl,1 unit(s),Water,Water,Water,0,x1,1,unit,1,unit(s),1
Potatoes,Creamy Lentils and Plant Based Chicken,1 pack(s),Potatoes,maris piper potatoes,Maris Piper Potatoes 2.5kg,1.39,2.5k,2500,g,1,pack(s),1
Spring Onion,Creamy Lentils and Plant Based Chicken,1 unit(s),Spring Onion,spring onions bunch,Spring Onions Bunch 100g,0.37,100g,100,g,1,unit(s),1
Garlic,Creamy Lentils and Plant Based Chicken,1 unit(s),Garlic,garlic,Garlic,0.25,x1,1,unit,1,unit(s),1
Brown Lentils,Creamy Lentils and Plant Based Chicken,1 pack(s),Brown Lentils,dried green lentils,Dried Green Lentils 500g,1.15,500g,500,g,1,pack(s),1
Carrot,Creamy Lentils and Plant Based Chicken,1 unit(s),Carrot,carrots,Carrots 1kg,0.41,1k,1000,g,1,unit(s),1
Vivera Plant Chicken Pieces,Creamy Lentils and Plant Based Chicken,175 grams,Vivera Plant Chicken Pieces,british fresh diced chicken breast,British Fresh Diced Chicken Breast 410g,2.4,410g,410,g,175,grams,0.426829268
Wholegrain Mustard,Creamy Lentils and Plant Based Chicken,1 sachet,Wholegrain Mustard,wholegrain mustard,Wholegrain Mustard 180g,0.65,180g,180,g,1,sachet,1
Sour Cream,Creamy Lentils and Plant Based Chicken,150 grams,Sour Cream,soured cream,Soured Cream 300ml,1.2,300m,300,ml,150,grams,0.5
Baby Spinach,Creamy Lentils and Plant Based Chicken,1 unit(s),Baby Spinach,young spinach,Young Spinach 260g,1.5,260g,260,g,1,unit(s),1
Water,Creamy Lentils and Plant Based Chicken,1 unit(s),Water,Water,Water,0,x1,1,unit,1,unit(s),1
Garlic,Prawn & Chorizo Spaghetti,1 unit(s),Garlic,garlic,Garlic,0.25,x1,1,unit,1,unit(s),1
Baby Plum Tomatoes,Prawn & Chorizo Spaghetti,1 punnet(s),Baby Plum Tomatoes,baby plum tomatoes,Baby Plum Tomatoes 250g,0.75,250g,250,g,1,punnet(s),1
Onion,Prawn & Chorizo Spaghetti,1 unit(s),Onion,onions,Onions 1kg,0.85,1k,1000,g,1,unit(s),1
Chives,Prawn & Chorizo Spaghetti,1 bunch(es),Chives,bunched chives,Bunched Chives 20g,0.75,20g,20,g,1,bunch(es),1
Chorizo,Prawn & Chorizo Spaghetti,60 grams,Chorizo,spanish chorizo rin,Spanish Chorizo Ring 225g,2.25,225g,225,g,60,grams,0.266666667
Spaghetti,Prawn & Chorizo Spaghetti,200 grams,Spaghetti,spaghetti,Spaghetti 500g,0.55,500g,500,g,200,grams,0.4
Tomato Puree,Prawn & Chorizo Spaghetti,1 sachet,Tomato Puree,tomato puree double concentrate,"Tomato Puree, Double Concentrate 200g",0.35,200g,200,g,1,sachet,1
Chilli Flakes,Prawn & Chorizo Spaghetti,1 pinch,Chilli Flakes,ancho chilli flakes,Ancho Chilli Flakes 27g,0.85,27g,27,g,1,pinch,0.111111111
Red Wine Vinegar,Prawn & Chorizo Spaghetti,1 unit(s),Red Wine Vinegar,Red Wine Vinegar,"Sainsbury's Wine Vinegar, Red Wine 500ml",0.99,500m,500,ml,1,unit(s),1
Pasta Water,Prawn & Chorizo Spaghetti,150 milliliter(s),Pasta Water,Pasta Water,Water,0,x1,1,unit,150,milliliter(s),1
King Prawns,Prawn & Chorizo Spaghetti,120 grams,King Prawns,king prawns,King Prawns 150g,3,150g,150,g,120,grams,0.8
Chinese 5 Spice,Hoisin Plant Based Vivera Chicken Stir Fry,1 pot(s),Chinese 5 Spice,chinese   spice,Chinese 5 Spice,0.85,x1,1,unit,1,pot(s),1
Bell Pepper,Hoisin Plant Based Vivera Chicken Stir Fry,1 unit(s),Bell Pepper,cayenne pepper,Cayenne Pepper 42g,1,42g,42,g,1,unit(s),1
Green Beans,Hoisin Plant Based Vivera Chicken Stir Fry,1 pack(s),Green Beans,cut french green beans in water,Cut French Green Beans In Water 400g (225g*),0.8,400g,400,g,1,pack(s),1
Red Onion,Hoisin Plant Based Vivera Chicken Stir Fry,1 unit(s),Red Onion,red onions loose,Red Onions Loose,1,x1,1,unit,1,unit(s),1
Spring Onion,Hoisin Plant Based Vivera Chicken Stir Fry,2 unit(s),Spring Onion,spring onions bunch,Spring Onions Bunch 100g,0.37,100g,100,g,2,unit(s),2
Ginger,Hoisin Plant Based Vivera Chicken Stir Fry,1 piece,Ginger,ground ginger,Ground Ginger 38g,0.85,38g,38,g,1,piece,0.394736842
Garlic Clove,Hoisin Plant Based Vivera Chicken Stir Fry,1 unit(s),Garlic Clove,garlic,Garlic,0.25,x1,1,unit,1,unit(s),1
Coriander,Hoisin Plant Based Vivera Chicken Stir Fry,1 bunch(es),Coriander,natco coriander ground,Natco Coriander Ground 100g,0.8,100g,100,g,1,bunch(es),1
Egg Noodle Nest,Hoisin Plant Based Vivera Chicken Stir Fry,1 pack(s),Egg Noodle Nest,oggs aquafaba egg alternative,OGGS Aquafaba Egg Alternative 200ml,1.95,200m,200,ml,1,pack(s),1
Soy Sauce,Hoisin Plant Based Vivera Chicken Stir Fry,1 sachet,Soy Sauce,kikkoman soy sauce,Kikkoman Soy Sauce 500g,3.65,500g,500,g,1,sachet,1
Hoisin Sauce,Hoisin Plant Based Vivera Chicken Stir Fry,2 sachet,Hoisin Sauce,lee kum kee hoisin sauce,Lee Kum Kee Hoisin Sauce 210g,1.95,210g,210,g,2,sachet,2
Vivera Plant Chicken Pieces,Hoisin Plant Based Vivera Chicken Stir Fry,1 pack(s),Vivera Plant Chicken Pieces,british fresh diced chicken breast,British Fresh Diced Chicken Breast 410g,2.4,410g,410,g,1,pack(s),1
Closed Cup Mushrooms,Yasai Yaki Udon,1 punnet(s),Closed Cup Mushrooms,closed cup chestnut mushrooms,Closed Cup Chestnut Mushrooms 300g,1,300g,300,g,1,punnet(s),1
Red Onion,Yasai Yaki Udon,1 unit(s),Red Onion,red onions loose,Red Onions Loose,1,x1,1,unit,1,unit(s),1
Bell Pepper,Yasai Yaki Udon,1 unit(s),Bell Pepper,cayenne pepper,Cayenne Pepper 42g,1,42g,42,g,1,unit(s),1
Spring Onion,Yasai Yaki Udon,2 unit(s),Spring Onion,spring onions bunch,Spring Onions Bunch 100g,0.37,100g,100,g,2,unit(s),2
Radish,Yasai Yaki Udon,1 bag(s),Radish,radish,Radish 200g,0.55,200g,200,g,1,bag(s),1
Ginger,Yasai Yaki Udon,1 unit(s),Ginger,ground ginger,Ground Ginger 38g,0.85,38g,38,g,1,unit(s),1
Rice Vinegar,Yasai Yaki Udon,1 unit(s),Rice Vinegar,blue dragon white rice vinegar,Blue Dragon White Rice Vinegar 150ml,1.9,150m,150,ml,1,unit(s),1
Sesame Seeds,Yasai Yaki Udon,1 unit(s),Sesame Seeds,Sesame Seeds,Sainsbury's Sesame Seeds 100g,1,100g,100,g,1,unit(s),1
Udon Noodles,Yasai Yaki Udon,2 pack(s),Udon Noodles,yutaka udon noodles,Yutaka Udon Noodles 250g,1.3,250g,250,g,2,pack(s),2
Soy Sauce,Yasai Yaki Udon,1 unit(s),Soy Sauce,kikkoman soy sauce,Kikkoman Soy Sauce 500g,3.65,500g,500,g,1,unit(s),1
Ketjap Manis,Yasai Yaki Udon,1 unit(s),Ketjap Manis,Ketjap Manis,Malay Taste Kicap Manis 150g,2,150g,150,g,1,unit(s),1
Sugar,Yasai Yaki Udon,1 tsp,Sugar,white granulated sugar,White Granulated Sugar 1kg,0.75,1k,1000,g,1,tsp,0.003
Bell Pepper,Veggie Tostadas,1 unit(s),Bell Pepper,cayenne pepper,Cayenne Pepper 42g,1,42g,42,g,1,unit(s),1
Green Pepper,Veggie Tostadas,1 unit(s),Green Pepper,green pepper,Green Pepper,0.45,x1,1,unit,1,unit(s),1
Carrot,Veggie Tostadas,1 unit(s),Carrot,carrots,Carrots 1kg,0.41,1k,1000,g,1,unit(s),1
Red Kidney Beans,Veggie Tostadas,1 pack(s),Red Kidney Beans,red kidney beans in chilli sauce,Red Kidney Beans in Chilli Sauce 400g,0.65,400g,400,g,1,pack(s),1
Mexican Spice,Veggie Tostadas,1 pot(s),Mexican Spice,capsicana the ultimate fajita kit mexican chilli and honey,Capsicana The Ultimate Fajita Kit Mexican Chilli & Honey 385g,3.6,385g,385,g,1,pot(s),1
Finely Chopped Tomatoes with Onion and Garlic,Veggie Tostadas,1 pack(s),Finely Chopped Tomatoes with Onion and Garlic,pasta sauce onion and garlic,"Pasta Sauce, Onion & Garlic 500g",0.65,500g,500,g,1,pack(s),1
